,configuration_specification,evaluation,flow_id,strategy_name,task_id
0,8,0.8387500000000001,8640,random_search__64,9954
0,8,0.7616370471633631,8640,random_search__64,37
0,8,0.8507246376811594,8640,random_search__64,125923
0,8,0.9148148148148149,8640,random_search__64,9980
0,8,0.61,8640,random_search__64,125920
0,8,0.629375,8640,random_search__64,9955
0,8,0.7576610644257703,8640,random_search__64,53
0,8,0.8185185185185185,8640,random_search__64,14968
0,8,0.8211595911949685,8640,random_search__64,9956
0,8,0.9797553434601426,8640,random_search__64,21
0,8,0.8371915820029028,8640,random_search__64,3913
0,8,1.0,8640,random_search__64,24
0,8,0.8550494159928123,8640,random_search__64,9957
0,8,0.9885547875064005,8640,random_search__64,14967
0,8,0.9253223270440252,8640,random_search__64,9964
0,8,1.0,8640,random_search__64,9979
0,8,0.9035692679975801,8640,random_search__64,9950
0,8,0.9561020465905875,8640,random_search__64,43
0,8,0.9647499999999999,8640,random_search__64,6
0,8,0.9949921630094044,8640,random_search__64,3
0,8,0.937148337595908,8640,random_search__64,41
0,8,0.8928571428571429,8640,random_search__64,11
0,8,0.9906030701754386,8640,random_search__64,49
0,8,0.8440000000000001,8640,random_search__64,14
0,8,0.9466606354615694,8640,random_search__64,14964
0,8,0.9074823714657356,8640,random_search__64,9952
0,8,0.9783938450899031,8640,random_search__64,3485
0,8,1.0,8640,random_search__64,3492
0,8,1.0,8640,random_search__64,9967
0,8,0.9743809204147087,8640,random_search__64,34536
0,8,0.9965188022986189,8640,random_search__64,9960
0,8,0.9800865800865799,8640,random_search__64,36
0,8,0.9850273224043716,8640,random_search__64,3493
0,8,0.765,8640,random_search__64,31
0,8,0.6931025394911173,8640,random_search__64,14969
0,8,0.985,8640,random_search__64,3512
0,8,0.978909090909091,8640,random_search__64,125922
0,8,1.0,8640,random_search__64,3567
0,8,0.6833580155497964,8640,random_search__64,2079
0,8,0.9838821586845301,8640,random_search__64,9914
0,8,0.9891558441558441,8640,random_search__64,3494
0,8,0.8653846153846153,8640,random_search__64,9976
0,8,0.21090189873417717,8640,random_search__64,3560
0,8,0.778108108108108,8640,random_search__64,10101
0,8,0.9936087946876689,8640,random_search__64,3889
0,8,0.8474,8640,random_search__64,58
0,8,0.5505975363118221,8640,random_search__64,23
0,8,0.9687219753026554,8640,random_search__64,9977
0,8,0.6636962247585603,8640,random_search__64,3561
0,8,0.9912494912494912,8640,random_search__64,3021
0,8,0.856521739130435,8640,random_search__64,29
0,8,0.9431732594690487,8640,random_search__64,9978
0,8,0.6310885401623825,8640,random_search__64,9985
0,8,0.8629735132006283,8640,random_search__64,146607
0,8,0.9188180404354588,8640,random_search__64,2074
0,8,0.9941764519200254,8640,random_search__64,10093
0,8,0.9676767676767678,8640,random_search__64,3022
0,8,0.9677115987460816,8640,random_search__64,45
0,8,0.7171537112799533,8640,random_search__64,9971
0,8,1.0,8640,random_search__64,34538
0,8,0.9941049604601009,8640,random_search__64,9986
0,8,0.9058415633916752,8640,random_search__64,14965
0,8,0.8976359627633513,8640,random_search__64,3903
0,8,0.9563841471236969,8640,random_search__64,3899
0,8,0.9305651105651107,8640,random_search__64,3918
0,8,0.9564999999999999,8640,random_search__64,16
0,8,0.8196589896289096,8640,random_search__64,3904
0,8,0.9797209902800773,8640,random_search__64,3510
0,8,0.9913579286955082,8640,random_search__64,32
0,8,0.9333333333333333,8640,random_search__64,9981
0,8,0.7340000000000001,8640,random_search__64,125921
0,8,0.9710538977031904,8640,random_search__64,34537
0,8,0.8809148264984227,8640,random_search__64,3954
0,8,0.7665000000000001,8640,random_search__64,22
0,8,0.9916946778711484,8640,random_search__64,3549
0,8,0.9407877169559413,8640,random_search__64,9983
0,8,0.9709999999999999,8640,random_search__64,20
0,8,0.8502864793274215,8640,random_search__64,3896
0,8,0.980782918149466,8640,random_search__64,28
0,8,0.8649522640720185,8640,random_search__64,7592
0,8,0.8109836879432624,8640,random_search__64,14966
0,8,0.9880000000000001,8640,random_search__64,3543
0,8,0.5940522964367972,8640,random_search__64,9970
0,8,0.9639999999999999,8640,random_search__64,12
0,8,0.9019508738781294,8640,random_search__64,3902
0,8,0.9343000791059259,8640,random_search__64,219
0,8,0.8591762581809975,8640,random_search__64,3917
0,8,0.9685300207039338,8640,random_search__64,15
0,8,0.9666353383458647,8640,random_search__64,9946
0,8,0.9480918192267328,8640,random_search__64,3891
0,8,0.7114999999999998,8640,random_search__64,18
0,8,1.0,8640,random_search__64,9968
0,8,0.8256249999999999,8640,random_search__32,9954
0,8,0.7655673274094327,8640,random_search__32,37
0,8,0.8492753623188406,8640,random_search__32,125923
0,8,0.9111111111111111,8640,random_search__32,9980
0,8,0.6100000000000001,8640,random_search__32,125920
0,8,0.60625,8640,random_search__32,9955
0,8,0.7541176470588236,8640,random_search__32,53
0,8,0.8185185185185185,8640,random_search__32,14968
0,8,0.7999017295597485,8640,random_search__32,9956
0,8,0.976855088049469,8640,random_search__32,21
0,8,0.8314586357039186,8640,random_search__32,3913
0,8,1.0,8640,random_search__32,24
0,8,0.8559568733153637,8640,random_search__32,9957
0,8,0.9763914490527392,8640,random_search__32,14967
0,8,0.9253223270440252,8640,random_search__32,9964
0,8,1.0,8640,random_search__32,9979
0,8,0.9035692679975801,8640,random_search__32,9950
0,8,0.9563194378949355,8640,random_search__32,43
0,8,0.9594999999999999,8640,random_search__32,6
0,8,0.9937411833855799,8640,random_search__32,3
0,8,0.9489130434782609,8640,random_search__32,41
0,8,0.8928571428571429,8640,random_search__32,11
0,8,0.9759978070175439,8640,random_search__32,49
0,8,0.8435,8640,random_search__32,14
0,8,0.8752206596886134,8640,random_search__32,14964
0,8,0.9117351269939071,8640,random_search__32,9952
0,8,0.9771473029045643,8640,random_search__32,3485
0,8,0.9964285714285716,8640,random_search__32,3492
0,8,1.0,8640,random_search__32,9967
0,8,0.9762101887073917,8640,random_search__32,34536
0,8,0.9959690156937864,8640,random_search__32,9960
0,8,0.9809523809523808,8640,random_search__32,36
0,8,0.9883606557377048,8640,random_search__32,3493
0,8,0.7699999999999999,8640,random_search__32,31
0,8,0.6857071073756404,8640,random_search__32,14969
0,8,0.9883333333333333,8640,random_search__32,3512
0,8,0.9794545454545454,8640,random_search__32,125922
0,8,0.998,8640,random_search__32,3567
0,8,0.6698445020362829,8640,random_search__32,2079
0,8,0.983881303150078,8640,random_search__32,9914
0,8,0.9891558441558441,8640,random_search__32,3494
0,8,0.861153846153846,8640,random_search__32,9976
0,8,0.21590189873417726,8640,random_search__32,3560
0,8,0.7834414414414415,8640,random_search__32,10101
0,8,0.9939562099451781,8640,random_search__32,3889
0,8,0.8482,8640,random_search__32,58
0,8,0.5539805111233683,8640,random_search__32,23
0,8,0.968663936997374,8640,random_search__32,9977
0,8,0.6710491659350308,8640,random_search__32,3561
0,8,0.9909842392601013,8640,random_search__32,3021
0,8,0.8594202898550727,8640,random_search__32,29
0,8,0.9415953440602534,8640,random_search__32,9978
0,8,0.6288001561781287,8640,random_search__32,9985
0,8,0.862138476146483,8640,random_search__32,146607
0,8,0.9174183514774494,8640,random_search__32,2074
0,8,0.9905268168835288,8640,random_search__32,10093
0,8,0.9494949494949495,8640,random_search__32,3022
0,8,0.9667711598746083,8640,random_search__32,45
0,8,0.7068088836937463,8640,random_search__32,9971
0,8,1.0,8640,random_search__32,34538
0,8,0.9943206326383898,8640,random_search__32,9986
0,8,0.9058194443914541,8640,random_search__32,14965
0,8,0.8989180140454026,8640,random_search__32,3903
0,8,0.9553551668342666,8640,random_search__32,3899
0,8,0.9287633087633088,8640,random_search__32,3918
0,8,0.9604999999999999,8640,random_search__32,16
0,8,0.8188323745476153,8640,random_search__32,3904
0,8,0.9726933813488658,8640,random_search__32,3510
0,8,0.9897203242617255,8640,random_search__32,32
0,8,0.9333333333333333,8640,random_search__32,9981
0,8,0.726,8640,random_search__32,125921
0,8,0.9689733498073038,8640,random_search__32,34537
0,8,0.880441640378549,8640,random_search__32,3954
0,8,0.7655000000000001,8640,random_search__32,22
0,8,0.9905042016806721,8640,random_search__32,3549
0,8,0.9355140186915889,8640,random_search__32,9983
0,8,0.97,8640,random_search__32,20
0,8,0.8516022688011056,8640,random_search__32,3896
0,8,0.982918149466192,8640,random_search__32,28
0,8,0.8651570142767687,8640,random_search__32,7592
0,8,0.8096503546099291,8640,random_search__32,14966
0,8,0.9880000000000001,8640,random_search__32,3543
0,8,0.5956780923994038,8640,random_search__32,9970
0,8,0.7220499745028047,8640,random_search__32,146606
0,8,0.9639999999999999,8640,random_search__32,12
0,8,0.8985073216816251,8640,random_search__32,3902
0,8,0.9343000791059259,8640,random_search__32,219
0,8,0.8606025727826676,8640,random_search__32,3917
0,8,0.9685300207039338,8640,random_search__32,15
0,8,0.9578634085213034,8640,random_search__32,9946
0,8,0.9478061334976928,8640,random_search__32,3891
0,8,0.7159999999999999,8640,random_search__32,18
0,8,1.0,8640,random_search__32,9968
0,8,0.8481249999999999,8660,greedy__4,9954
0,8,0.74865003417635,8660,greedy__4,37
0,8,0.8710144927536232,8660,greedy__4,125923
0,8,0.9074074074074072,8660,greedy__4,9980
0,8,0.604,8660,greedy__4,125920
0,8,0.6399999999999999,8660,greedy__4,9955
0,8,0.7600560224089635,8660,greedy__4,53
0,8,0.8277777777777778,8660,greedy__4,14968
0,8,0.8261477987421383,8660,greedy__4,9956
0,8,0.9757023793520633,8660,greedy__4,21
0,8,0.8352685050798258,8660,greedy__4,3913
0,8,1.0,8660,greedy__4,24
0,8,0.8692003593890387,8660,greedy__4,9957
0,8,0.9878392217101893,8660,greedy__4,14967
0,8,0.9435338050314466,8660,greedy__4,9964
0,8,1.0,8660,greedy__4,9979
0,8,0.9018148820326679,8660,greedy__4,9950
0,8,0.9574059228520231,8660,greedy__4,43
0,8,0.9680499999999999,8660,greedy__4,6
0,8,0.9959306426332288,8660,greedy__4,3
0,8,0.9341858482523445,8660,greedy__4,41
0,8,0.8447772657450077,8660,greedy__4,11
0,8,0.9926973684210525,8660,greedy__4,49
0,8,0.8484999999999999,8660,greedy__4,14
0,8,0.9461713986709628,8660,greedy__4,14964
0,8,0.909886355856781,8660,greedy__4,9952
0,8,0.9796386583679114,8660,greedy__4,3485
0,8,1.0,8660,greedy__4,3492
0,8,0.9994845360824742,8660,greedy__4,9967
0,8,0.9789568881927353,8660,greedy__4,34536
0,8,0.9954195651443358,8660,greedy__4,9960
0,8,0.9826839826839826,8660,greedy__4,36
0,8,0.9816939890710381,8660,greedy__4,3493
0,8,0.7609999999999999,8660,greedy__4,31
0,8,0.7053587323464143,8660,greedy__4,14969
0,8,0.9833333333333334,8660,greedy__4,3512
0,8,0.9812727272727273,8660,greedy__4,125922
0,8,0.998,8660,greedy__4,3567
0,8,0.6738430211032951,8660,greedy__4,2079
0,8,0.9861553137244838,8660,greedy__4,9914
0,8,0.9891558441558441,8660,greedy__4,3494
0,8,0.8684615384615384,8660,greedy__4,9976
0,8,0.20199367088607595,8660,greedy__4,3560
0,8,0.7540720720720719,8660,greedy__4,10101
0,8,0.9940257509072661,8660,greedy__4,3889
0,8,0.8538,8660,greedy__4,58
0,8,0.5254918183489611,8660,greedy__4,23
0,8,0.9686057471560472,8660,greedy__4,9977
0,8,0.6709394205443372,8660,greedy__4,3561
0,8,0.9896579793131517,8660,greedy__4,3021
0,8,0.8666666666666666,8660,greedy__4,29
0,8,0.9439606610438517,8660,greedy__4,9978
0,8,0.6287993538932212,8660,greedy__4,9985
0,8,0.8667929843770941,8660,greedy__4,146607
0,8,0.9178849144634527,8660,greedy__4,2074
0,8,0.9949010896011847,8660,greedy__4,10093
0,8,0.9717171717171718,8660,greedy__4,3022
0,8,0.9623824451410657,8660,greedy__4,45
0,8,0.7186732904734072,8660,greedy__4,9971
0,8,1.0,8660,greedy__4,34538
0,8,0.9948957584471604,8660,greedy__4,9986
0,8,0.9050894293385989,8660,greedy__4,14965
0,8,0.9059447983014863,8660,greedy__4,3903
0,8,0.9531030801127265,8660,greedy__4,3899
0,8,0.9314660114660116,8660,greedy__4,3918
0,8,0.9584999999999999,8660,greedy__4,16
0,8,0.8166275893966402,8660,greedy__4,3904
0,8,0.9810260097561763,8660,greedy__4,3510
0,8,0.9923585077343038,8660,greedy__4,32
0,8,0.9342592592592593,8660,greedy__4,9981
0,8,0.718,8660,greedy__4,125921
0,8,0.9721285714285715,8660,greedy__4,3573
0,8,0.9737681752350404,8660,greedy__4,34537
0,8,0.8815457413249211,8660,greedy__4,3954
0,8,0.7725,8660,greedy__4,22
0,8,0.9916946778711484,8660,greedy__4,3549
0,8,0.9425233644859812,8660,greedy__4,9983
0,8,0.978,8660,greedy__4,20
0,8,0.851158873661177,8660,greedy__4,3896
0,8,0.9809608540925268,8660,greedy__4,28
0,8,0.8583595212407904,8660,greedy__4,7592
0,8,0.8080482269503546,8660,greedy__4,14966
0,8,0.984,8660,greedy__4,3543
0,8,0.61051348055819,8660,greedy__4,9970
0,8,0.7210504844467108,8660,greedy__4,146606
0,8,0.9705,8660,greedy__4,12
0,8,0.9060462919225319,8660,greedy__4,3902
0,8,0.9339469269558751,8660,greedy__4,219
0,8,0.8643917851500789,8660,greedy__4,3917
0,8,0.9713871635610767,8660,greedy__4,15
0,8,0.9718984962406015,8660,greedy__4,9946
0,8,0.9506829804600956,8660,greedy__4,3891
0,8,0.6990000000000001,8660,greedy__4,18
0,8,1.0,8660,greedy__4,9968
0,8,0.849375,8660,greedy__32,9954
0,8,0.7603554340396446,8660,greedy__32,37
0,8,0.855072463768116,8660,greedy__32,125923
0,8,0.9111111111111111,8660,greedy__32,9980
0,8,0.598,8660,greedy__32,125920
0,8,0.651875,8660,greedy__32,9955
0,8,0.7423109243697479,8660,greedy__32,53
0,8,0.8296296296296296,8660,greedy__32,14968
0,8,0.8273938679245283,8660,greedy__32,9956
0,8,0.9809080521575482,8660,greedy__32,21
0,8,0.8295355587808417,8660,greedy__32,3913
0,8,1.0,8660,greedy__32,24
0,8,0.8682479784366578,8660,greedy__32,9957
0,8,0.9903443420378905,8660,greedy__32,14967
0,8,0.9441430817610061,8660,greedy__32,9964
0,8,1.0,8660,greedy__32,9979
0,8,0.9018753781004234,8660,greedy__32,9950
0,8,0.9565349429406771,8660,greedy__32,43
0,8,0.9694,8660,greedy__32,6
0,8,0.99530368338558,8660,greedy__32,3
0,8,0.9386615515771526,8660,greedy__32,41
0,8,0.8848694316436252,8660,greedy__32,11
0,8,0.9937390350877193,8660,greedy__32,49
0,8,0.8470000000000001,8660,greedy__32,14
0,8,0.946563171442755,8660,greedy__32,14964
0,8,0.9124772369411926,8660,greedy__32,9952
0,8,0.9792219917012448,8660,greedy__32,3485
0,8,1.0,8660,greedy__32,3492
0,8,1.0,8660,greedy__32,9967
0,8,0.9792617662415155,8660,greedy__32,34536
0,8,0.9965191383540007,8660,greedy__32,9960
0,8,0.9826839826839826,8660,greedy__32,36
0,8,0.9816939890710381,8660,greedy__32,3493
0,8,0.766,8660,greedy__32,31
0,8,0.7051571235781762,8660,greedy__32,14969
0,8,0.9883333333333333,8660,greedy__32,3512
0,8,0.982,8660,greedy__32,125922
0,8,1.0,8660,greedy__32,3567
0,8,0.6724361347649019,8660,greedy__32,2079
0,8,0.9845015656280479,8660,greedy__32,9914
0,8,0.9891558441558441,8660,greedy__32,3494
0,8,0.8638461538461538,8660,greedy__32,9976
0,8,0.20335443037974685,8660,greedy__32,3560
0,8,0.7821261261261261,8660,greedy__32,10101
0,8,0.994442514091576,8660,greedy__32,3889
0,8,0.8513999999999999,8660,greedy__32,58
0,8,0.556715388858246,8660,greedy__32,23
0,8,0.9692441432581361,8660,greedy__32,9977
0,8,0.6784021071115014,8660,greedy__32,3561
0,8,0.989127475334372,8660,greedy__32,3021
0,8,0.86231884057971,8660,greedy__32,29
0,8,0.9443512495720643,8660,greedy__32,9978
0,8,0.626835895296471,8660,greedy__32,9985
0,8,0.8633317935689172,8660,greedy__32,146607
0,8,0.9209953343701403,8660,greedy__32,2074
0,8,0.9949010896011847,8660,greedy__32,10093
0,8,0.9757575757575758,8660,greedy__32,3022
0,8,0.9673981191222571,8660,greedy__32,45
0,8,0.7069549970777322,8660,greedy__32,9971
0,8,1.0,8660,greedy__32,34538
0,8,0.9948957584471604,8660,greedy__32,9986
0,8,0.9069474742713766,8660,greedy__32,14965
0,8,0.8976318797974849,8660,greedy__32,3903
0,8,0.9531031214954044,8660,greedy__32,3899
0,8,0.9359623259623259,8660,greedy__32,3918
0,8,0.9625,8660,greedy__32,16
0,8,0.8227823860260358,8660,greedy__32,3904
0,8,0.9810252041264353,8660,greedy__32,3510
0,8,0.9925404913557779,8660,greedy__32,32
0,8,0.9407407407407409,8660,greedy__32,9981
0,8,0.73,8660,greedy__32,125921
0,8,0.9731714285714285,8660,greedy__32,3573
0,8,0.9737681752350404,8660,greedy__32,34537
0,8,0.8831230283911673,8660,greedy__32,3954
0,8,0.7725,8660,greedy__32,22
0,8,0.9905042016806721,8660,greedy__32,3549
0,8,0.9425233644859812,8660,greedy__32,9983
0,8,0.977,8660,greedy__32,20
0,8,0.8500681408115474,8660,greedy__32,3896
0,8,0.9852313167259785,8660,greedy__32,28
0,8,0.8654436477977931,8660,greedy__32,7592
0,8,0.8077829787234043,8660,greedy__32,14966
0,8,0.984,8660,greedy__32,3543
0,8,0.6097005825768866,8660,greedy__32,9970
0,8,0.721030086690464,8660,greedy__32,146606
0,8,0.9684999999999999,8660,greedy__32,12
0,8,0.9087860179499293,8660,greedy__32,3902
0,8,0.9339469269558751,8660,greedy__32,219
0,8,0.863924621981494,8660,greedy__32,3917
0,8,0.9713871635610767,8660,greedy__32,15
0,8,0.9631265664160402,8660,greedy__32,9946
0,8,0.9512618480451766,8660,greedy__32,3891
0,8,0.7115,8660,greedy__32,18
0,8,1.0,8660,greedy__32,9968
0,8,0.7412499999999999,8640,random_search__2,9954
0,8,0.7694805194805194,8640,random_search__2,37
0,8,0.863768115942029,8640,random_search__2,125923
0,8,0.9111111111111111,8640,random_search__2,9980
0,8,0.6119999999999999,8640,random_search__2,125920
0,8,0.5343749999999999,8640,random_search__2,9955
0,8,0.7162885154061626,8640,random_search__2,53
0,8,0.7555555555555555,8640,random_search__2,14968
0,8,0.7398820754716982,8640,random_search__2,9956
0,8,0.9537000940986692,8640,random_search__2,21
0,8,0.8449201741654571,8640,random_search__2,3913
0,8,0.9990155357218595,8640,random_search__2,24
0,8,0.8569002695417789,8640,random_search__2,9957
0,8,0.9341705069124424,8640,random_search__2,14967
0,8,0.8506014150943397,8640,random_search__2,9964
0,8,1.0,8640,random_search__2,9979
0,8,0.8545372050816697,8640,random_search__2,9950
0,8,0.9382811468452324,8640,random_search__2,43
0,8,0.9186,8640,random_search__2,6
0,8,0.9787215909090909,8640,random_search__2,3
